,testGroup,device,operatingSystem,userAgentClass,browser,browserVersion,screenWidth,screenHeight,users,sessions,pis,accPis,greenLcpPis,yellowLcpPis,redLcpPis,addToCartEvents,conversions,browserGrouped,osGrouped
9954,B,Mobile,Android,Browser,Chrome,117,1618,3612,3,3,7,0,3,0,0,1,0,Chrome,Android
9955,B,Desktop,Mac OS,Browser,Chrome,110,2560,1600,3,3,7,0,4,0,0,0,0,Chrome,Mac OS
9956,B,Desktop,Linux,Browser,Chrome,115,1602,2560,1,1,7,0,5,0,1,2,0,Chrome,Linux
9957,A,Mobile,Android,Browser,Chrome,96.0.4664.92,721,1601,3,4,7,1,2,1,0,0,0,Chrome,Android
9958,B,Mobile,Android,Browser,Huawei Browser,14.0.0.365,1212,2618,3,4,7,0,5,1,0,0,0,Other,Android
9959,B,Mobile,Android,Browser Webview,Chrome Webview,103.0.5060.129,1080,2409,3,3,7,0,4,2,0,0,0,Chrome Webview,Android
9960,B,Tablet,Android,Browser,Chrome,108,1200,2001,1,1,7,0,1,1,5,0,0,Chrome,Android
9961,A,Desktop,Windows NT,Browser,Edge,117.0.2045.47,2560,1440,1,2,7,5,2,1,1,0,0,Edge,Windows NT
9962,A,Desktop,Windows NT,Browser,Firefox,102.0,1680,1050,3,3,7,1,0,0,0,0,1,Firefox,Windows NT
9963,B,Mobile,Android,Browser,Chrome,115,1080,2402,5,5,7,0,3,0,2,0,0,Chrome,Android
9964,A,Mobile,Android,Browser,Chrome,117,1200,2000,2,2,7,2,3,1,3,1,0,Chrome,Android
9965,A,Mobile,Android,Browser,Chrome,102,720,1601,2,2,7,2,1,3,1,0,0,Chrome,Android
9966,B,Desktop,Windows NT,Browser,Chrome,91.0.4472.77,1920,1080,3,3,7,0,3,1,2,0,0,Chrome,Windows NT
9967,B,Desktop,Mac OS,Browser,Safari,16.3,1125,2436,5,5,7,0,0,0,0,0,0,Safari,Mac OS
9968,A,Desktop,Windows NT,Browser,Yandex Browser,23.9.1.967,1536,864,2,2,7,2,3,0,1,0,0,Other,Windows NT
9969,A,Desktop,Linux,Browser,Chrome,117,5094,0,1,5,7,1,0,0,5,0,0,Chrome,Linux
9970,B,Mobile,Android,Browser Webview,Chrome Webview,97.0.4692.98,1080,2412,7,7,7,0,0,5,0,0,0,Chrome Webview,Android
9971,B,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.162,1081,2317,3,3,7,0,6,1,0,0,0,Chrome Webview,Android
9972,A,Mobile,Android,Browser Webview,Chrome Webview,57.0.2987.108,720,1600,4,5,7,0,0,0,0,0,0,Chrome Webview,Android
9973,B,Desktop,Mac OS,Browser,Safari,15.5,3440,1440,2,2,7,0,0,0,0,0,1,Safari,Mac OS
9974,A,Mobile,Android,Browser,Chrome,104,1081,2220,4,4,7,2,3,3,0,0,0,Chrome,Android
9975,B,Mobile,Android,Browser,Chrome,113,1440,3091,1,2,7,0,7,0,0,0,0,Chrome,Android
9976,A,Desktop,Mac OS,Browser,Safari,15.1,1668,2224,5,5,7,0,0,0,0,0,0,Safari,Mac OS
9977,A,Mobile,Android,Browser Webview,Chrome Webview,109.0.5414.117,1080,2401,5,5,7,1,5,0,1,0,0,Chrome Webview,Android
9978,A,Mobile,Android,Browser,SamsungBrowser,16.0,1080,2220,2,6,7,5,0,2,3,0,0,SamsungBrowser,Android
9979,A,Desktop,Mac OS,Browser,Safari,14.1.2,4480,2520,3,3,7,2,0,0,0,1,0,Safari,Mac OS
9980,A,Mobile,Android,Browser,Chrome,117,1189,2707,6,6,7,2,3,3,1,0,0,Chrome,Android
9981,A,Mobile,Android,Browser,Chrome,116,1406,3276,1,1,7,0,0,0,0,0,0,Chrome,Android
9982,B,Mobile,Android,Browser,DuckDuckGo,5,1081,2220,6,6,7,0,2,0,4,0,0,Other,Android
9983,B,Desktop,Mac OS,Browser,Safari,16.5.1,1284,2778,1,2,7,0,0,0,0,0,0,Safari,Mac OS
9984,A,Mobile,Android,Browser,Chrome,117,2403,1080,7,7,7,0,0,0,4,0,0,Chrome,Android
9985,B,Mobile,Android,Browser Webview,Chrome Webview,109.0.0.0,720,1600,1,1,7,0,0,1,6,2,0,Chrome Webview,Android
9986,A,Mobile,iOS,Browser,Chrome iOS,103.0.5060.63,1284,2778,3,5,7,1,0,0,0,0,0,Chrome iOS,iOS
9987,B,Mobile,Android,Browser,SamsungBrowser,21.0,1080,2280,4,5,7,0,3,1,2,0,0,SamsungBrowser,Android
9988,A,Desktop,Mac OS,Browser,Safari,16.1,1170,2532,7,7,7,0,0,0,0,0,0,Safari,Mac OS
9989,B,Mobile,Android,Browser,Chrome,97.0.4692.98,720,1560,3,3,7,0,0,0,7,0,0,Chrome,Android
9990,B,Mobile,iOS,Browser,Chrome iOS,112.0.5615.167,1125,2436,2,3,7,0,0,0,0,0,0,Chrome iOS,iOS
9991,A,Mobile,Android,Browser,Chrome,115,1264,2737,2,6,7,3,0,1,2,0,0,Chrome,Android
9992,B,Mobile,Android,Browser Webview,Chrome Webview,109.0.5414.117,720,1602,1,1,7,0,4,1,1,0,0,Chrome Webview,Android
9993,A,Desktop,Mac OS,Browser,Safari,14.1.1,1668,2388,3,3,7,3,0,0,0,0,0,Safari,Mac OS
9994,A,Mobile,Android,Browser Webview,Chrome Webview,96.0.4664.45,1080,2220,1,2,7,5,4,0,3,0,0,Chrome Webview,Android
9995,B,Desktop,Windows NT,Browser,Chrome,114.0.5735.289,1920,1200,2,2,7,0,2,1,2,0,0,Chrome,Windows NT
9996,B,Mobile,Android,Browser,Chrome,117,1404,3133,3,4,7,0,4,1,0,0,0,Chrome,Android
9997,A,Mobile,Android,Browser,Opera Mobile,77.4.4095.74896,1081,2281,4,5,7,0,2,0,1,0,0,Other,Android
9998,B,Mobile,Android,Browser Webview,Chrome Webview,110.0.5481.153,721,1601,6,6,7,0,1,3,2,0,0,Chrome Webview,Android
9999,B,Mobile,Android,Browser,Chrome,87.0.4280.101,2340,1080,4,4,7,0,1,0,5,0,0,Chrome,Android
10000,B,Mobile,Android,Browser,Chrome,109,1080,2222,3,3,7,0,2,3,0,0,0,Chrome,Android
10001,A,Mobile,iOS,Browser,Yandex Browser,23.9.2.456.10,1242,2688,2,2,7,3,0,0,0,0,0,Other,iOS
10002,B,Desktop,Mac OS,Browser,Safari,16.1,828,1792,2,3,7,0,0,0,0,0,0,Safari,Mac OS
10003,B,Mobile,Android,Browser,Chrome,86.0.4240.99,1080,2340,2,2,7,0,0,2,4,0,0,Chrome,Android
10004,A,Mobile,Android,Browser,Huawei Browser,14.0.2.300,1080,2310,3,3,7,1,2,2,1,0,0,Other,Android
10005,A,Mobile,iOS,Browser,Safari,14.0.1,1170,2532,4,4,7,1,0,0,0,0,0,Safari,iOS
10006,B,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.77,1080,2161,2,2,7,0,3,3,1,0,0,Chrome Webview,Android
10007,B,Mobile,Android,Browser,Chrome,75.0.3770.101,720,1520,1,3,7,0,0,0,0,0,0,Chrome,Android
10008,B,Mobile,Android,Browser Webview,Chrome Webview,105.0.5195.136,1081,2401,7,7,7,0,1,5,0,0,0,Chrome Webview,Android
10009,A,Desktop,Windows NT,Browser,Edge,117,3001,2000,1,1,7,0,3,0,3,0,0,Edge,Windows NT
10010,B,Mobile,Android,Browser,Chrome,63.0.3239.111,1080,2280,1,1,7,0,0,0,0,0,0,Chrome,Android
10011,B,Desktop,Mac OS,Browser,Chrome,103,3024,1964,2,4,7,0,4,1,0,2,0,Chrome,Mac OS
10012,B,Mobile,Android,Browser Webview,Chrome Webview,110.0.5481.65,1080,2400,7,7,7,0,2,1,1,0,0,Chrome Webview,Android
10013,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,720,1520,6,7,7,0,2,3,1,0,0,Chrome Webview,Android
10014,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,721,1545,1,1,7,0,4,1,1,0,0,Chrome Webview,Android
10015,A,Tablet,Android,Browser,Chrome,114,2800,1753,1,1,7,4,6,0,1,0,0,Chrome,Android
10016,B,Mobile,Android,Browser,Chrome,116,1243,2734,1,3,7,0,6,0,0,0,0,Chrome,Android
10017,B,Desktop,Windows NT,Browser,Edge,117,2560,1081,1,1,7,0,0,1,2,0,0,Edge,Windows NT
10018,B,Desktop,Windows NT,Browser,Chrome,88.0.4324.150,1366,768,1,2,7,0,4,1,1,0,0,Chrome,Windows NT
10019,A,Mobile,Android,Browser,Chrome,118,1442,3090,2,2,7,4,3,3,0,1,0,Chrome,Android
10020,A,Mobile,iOS,Browser,UCBrowser,11.3.5.1203,1125,2436,2,2,7,0,0,0,0,1,0,Other,iOS
10021,A,Desktop,Windows NT,Browser,Chrome,117,1922,1080,1,2,7,3,5,1,1,0,0,Chrome,Windows NT
10022,B,Mobile,Android,Browser,Chrome,112,1080,2161,7,7,7,0,0,4,1,0,0,Chrome,Android
10023,B,Desktop,Windows NT,Browser,Edge,117,2113,1188,3,4,7,0,3,2,1,0,0,Edge,Windows NT
10024,B,Mobile,Android,Browser,Chrome,115,1242,2761,3,3,7,0,1,1,3,1,0,Chrome,Android
10025,A,Mobile,Android,Browser,Huawei Browser,14.0.0.365,1222,2700,2,2,7,2,5,2,0,0,0,Other,Android
10026,A,Desktop,Mac OS,Browser,Safari,15.4,5120,2880,4,4,7,0,0,0,0,1,0,Safari,Mac OS
10027,A,Mobile,Android,Browser,Chrome,90.0.4430.210,1081,2220,3,5,7,1,2,0,2,0,0,Chrome,Android
10028,A,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.162,1080,1920,2,2,7,2,2,0,4,0,0,Chrome Webview,Android
10029,A,Mobile,Android,Browser,Chrome,116,720,1561,5,6,7,1,0,2,3,0,0,Chrome,Android
10030,B,Desktop,Windows NT,Browser,Chrome,116,3456,2160,1,1,7,0,4,2,1,0,0,Chrome,Windows NT
10031,B,Mobile,Android,Mobile App,Chrome Webview,8.0.37.2368,1080,2400,4,4,7,0,4,3,0,0,0,Chrome Webview,Android
10032,B,Mobile,Android,Browser,Chrome,109,1081,2449,2,2,7,0,4,1,2,0,0,Chrome,Android
10033,A,Desktop,Windows NT,Browser,Chrome,117,1537,864,4,4,7,3,3,1,3,0,0,Chrome,Windows NT
10034,A,Mobile,iOS,Browser,Chrome iOS,96.0.4664.116,828,1792,2,3,7,2,0,0,0,0,0,Chrome iOS,iOS
10035,A,Desktop,Linux,Browser,Chrome,117,1080,2376,3,3,7,3,6,0,1,0,0,Chrome,Linux
10036,A,Mobile,Android,Browser,Chrome,99.0.4844.88,1081,2402,2,4,7,1,0,1,1,0,0,Chrome,Android
10037,B,Mobile,Android,Browser Webview,Chrome Webview,109.0.5414.85,1080,2340,5,5,7,0,5,1,0,0,0,Chrome Webview,Android
10038,A,Mobile,iOS,Browser,Chrome iOS,109.0.5414.112,1290,2796,3,4,7,0,0,0,0,1,0,Chrome iOS,iOS
10039,B,Desktop,Windows NT,Browser,Chrome,117,3600,2880,7,7,7,0,0,0,0,0,0,Chrome,Windows NT
10040,B,Desktop,Windows NT,Browser,Edge,117,6401,1800,1,1,7,0,2,1,0,1,0,Edge,Windows NT
10041,B,Tablet,Android,Browser,Chrome,117,1994,2392,2,2,7,0,2,2,2,0,0,Chrome,Android
10042,B,Mobile,Android,Browser,Chrome,112,1080,2160,3,4,7,0,3,0,2,0,0,Chrome,Android
10043,B,Desktop,Mac OS,Browser,Chrome,110,3024,1964,3,3,7,1,5,0,1,0,0,Chrome,Mac OS
10044,A,Desktop,Windows NT,Browser,Edge,117,1643,924,1,1,7,0,0,0,2,0,0,Edge,Windows NT
10045,A,Mobile,Android,Browser Webview,Chrome Webview,108.0.5359.128,720,1601,5,5,7,1,5,0,2,1,0,Chrome Webview,Android
10046,B,Mobile,iOS,Browser,Safari,15.6.3,1242,2688,5,6,7,0,0,0,0,0,0,Safari,iOS
10047,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.60,720,1600,3,3,7,0,3,1,1,0,0,Chrome Webview,Android
10048,B,Desktop,Windows NT,Browser,Edge,117,2231,1487,1,1,7,0,2,0,0,0,0,Edge,Windows NT
10049,B,Desktop,Windows NT,Browser,Edge,116,0,0,7,7,7,0,0,0,0,0,0,Edge,Windows NT
10050,A,Desktop,Mac OS,Browser,Chrome,117,2816,1584,2,2,7,2,5,1,1,2,0,Chrome,Mac OS
10051,B,Mobile,Android,Browser,Chrome,97.0.4692.98,1080,2280,1,1,7,0,6,0,1,0,0,Chrome,Android
10052,A,Desktop,Windows NT,Browser,Firefox,66.0,1920,1080,1,1,7,6,0,0,0,0,0,Firefox,Windows NT
10053,A,Desktop,Windows NT,Browser,Edge,117,2207,1241,5,5,7,3,6,0,1,0,0,Edge,Windows NT
10054,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.196,1080,2316,2,2,7,0,6,1,0,0,0,Chrome Webview,Android
10055,B,Desktop,Windows NT,Browser,Edge,117,1921,1200,5,6,7,0,5,0,2,0,0,Edge,Windows NT
10056,B,Desktop,Windows NT,Browser,Chrome,117,1800,1125,1,1,7,0,5,1,1,0,0,Chrome,Windows NT
10057,A,Tablet,iOS,Browser,Chrome iOS,92.0.4515.90,1620,2160,2,2,7,2,0,0,0,0,0,Chrome iOS,iOS
10058,B,Mobile,Android,Browser Webview,Chrome Webview,108.0.5359.79,1080,2340,5,5,7,0,4,1,2,0,0,Chrome Webview,Android
10059,A,Desktop,Mac OS,Browser,Chrome,117,1440,2560,3,3,7,3,5,0,0,0,0,Chrome,Mac OS
10060,B,Mobile,Android,Browser,Chrome,116,721,1612,6,6,7,0,2,2,1,0,0,Chrome,Android
10061,A,Desktop,Mac OS,Browser,Chrome,109,1440,900,4,4,7,2,2,1,3,0,0,Chrome,Mac OS
10062,B,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1081,2408,2,2,7,0,5,1,0,0,0,Chrome Webview,Android
10063,A,Mobile,Android,Browser,Chrome,117,793,1760,5,5,7,2,3,2,0,0,0,Chrome,Android
10064,A,Mobile,Android,Browser,Chrome,90.0.4430.82,1080,1920,7,7,7,0,6,0,1,0,0,Chrome,Android
10065,B,Desktop,Windows NT,Browser,Chrome,117,3841,2162,2,2,7,0,4,0,3,1,0,Chrome,Windows NT
10066,A,Mobile,Android,Browser,Chrome,117,1080,2408,3,3,7,3,5,1,1,0,0,Chrome,Android
10067,A,Mobile,Android,Browser,Chrome,99.0.4844.58,1080,2400,4,4,7,2,3,2,0,0,0,Chrome,Android
10068,B,Mobile,iOS,Browser,Firefox iOS,117,640,1136,7,7,7,0,0,0,0,0,0,Other,iOS
10069,A,Desktop,Linux,Browser,Chrome,117,2560,2160,1,1,7,7,0,0,0,0,0,Chrome,Linux
10070,A,Tablet,Android,Browser Webview,Chrome Webview,117.0.0.0,1601,2562,3,3,7,4,5,2,0,0,0,Chrome Webview,Android
10071,A,Mobile,Android,Browser,Chrome,116,800,1280,1,1,7,4,5,2,0,0,0,Chrome,Android
10072,A,Desktop,Chrome OS,Browser,Chrome,114,1365,911,3,3,7,3,4,0,2,0,0,Chrome,Other
10073,B,Mobile,Android,Browser,Chrome,91.0.4472.101,720,1520,7,7,7,0,0,0,4,0,0,Chrome,Android
10074,A,Desktop,Windows NT,Browser,Chrome,100.0.4896.60,1920,1080,4,5,7,1,6,0,0,0,0,Chrome,Windows NT
10075,A,Mobile,Android,Browser,Chrome,115,1600,720,4,4,7,1,0,2,0,0,0,Chrome,Android
10076,A,Tablet,Android,Browser,Chrome,43.0.2357.93,800,1280,3,3,7,0,0,0,0,0,0,Chrome,Android
10077,B,Desktop,Mac OS,Browser,Safari,16.6,5120,2160,1,2,7,0,0,0,0,0,0,Safari,Mac OS
10078,B,Desktop,Linux,Browser,Chrome,117,1081,2402,5,5,7,0,3,0,1,0,0,Chrome,Linux
10079,B,Mobile,iOS,Browser,Yandex Browser,23.5.7.76.10,750,1334,1,1,7,0,0,0,0,1,0,Other,iOS
10080,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1440,2560,6,6,7,0,2,2,2,0,0,Chrome Webview,Android
10081,B,Desktop,Mac OS,Browser,Safari,16.2,4096,2304,4,4,7,0,0,0,0,0,0,Safari,Mac OS
10082,B,Desktop,Windows NT,Browser,Chrome,115,2560,1441,1,2,7,0,4,0,0,0,0,Chrome,Windows NT
10083,B,Desktop,Windows NT,Browser,Edge,103.0.1264.71,1920,1080,1,1,7,0,5,0,1,0,0,Edge,Windows NT
10084,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,1082,2400,1,1,7,0,3,1,3,0,0,Chrome Webview,Android
10085,A,Mobile,Android,Browser,Opera Mini,73.0.2254.68338,1443,3090,2,2,7,0,6,0,1,0,0,Other,Android
10086,B,Desktop,Chrome OS,Browser,Chrome,103,1919,1079,2,4,7,0,2,1,3,1,0,Chrome,Other
10087,A,Desktop,Windows NT,Browser,Chrome,117,800,600,7,7,7,0,1,1,1,0,0,Chrome,Windows NT
10088,A,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,905,2317,4,4,7,3,5,1,1,1,0,Chrome Webview,Android
10089,A,Mobile,iOS,Browser,Aloha Browser,4.6.0,828,1792,1,1,7,1,0,0,0,1,0,Other,iOS
10090,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,1080,2460,3,4,7,0,2,2,2,0,0,Chrome Webview,Android
10091,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.166,1443,3123,3,3,7,4,7,0,0,0,0,Chrome Webview,Android
10092,B,Desktop,Mac OS,Browser,Edge,117,3600,2338,1,1,7,0,3,0,1,2,0,Edge,Mac OS
10093,A,Mobile,Android,Browser,Huawei Browser,14.0.2.300,1080,2160,1,3,7,0,0,1,3,0,0,Other,Android
10094,A,Tablet,Android,Browser,SamsungBrowser,22.0,1753,2800,3,4,7,0,2,0,4,0,1,SamsungBrowser,Android
10095,B,Mobile,Android,Browser,Chrome,108,720,1602,4,5,7,0,2,3,1,0,0,Chrome,Android
10096,B,Mobile,Android,Browser,Chrome,110,1080,2161,3,3,7,1,3,1,0,1,0,Chrome,Android
10097,B,Mobile,Android,Browser,Chrome,100.0.4896.79,720,1600,2,3,7,0,3,1,1,0,0,Chrome,Android
10098,A,Mobile,Android,Browser,Chrome,113,1080,2317,6,6,7,1,5,0,1,0,0,Chrome,Android
10099,A,Desktop,Mac OS,Browser,Safari,16.3,1290,2796,4,4,7,1,0,0,0,1,0,Safari,Mac OS
10100,B,Mobile,Android,Browser,SamsungBrowser,8.2,1080,1920,1,1,7,0,0,0,0,0,0,SamsungBrowser,Android
10101,A,Desktop,Linux,Browser,Chrome,117,720,1480,3,3,7,6,3,3,1,0,0,Chrome,Linux
10102,B,Desktop,Windows NT,Browser,Edge,108,1920,1200,1,3,7,0,1,0,3,2,0,Edge,Windows NT
10103,B,Desktop,Mac OS,Browser,Safari,14.0,1620,2160,3,3,7,0,0,0,0,0,0,Safari,Mac OS
10104,B,Mobile,iOS,Browser,Chrome iOS,97.0.4692.84,1170,2532,2,2,7,0,0,0,0,0,0,Chrome iOS,iOS
10105,B,Tablet,iOS,Browser,Chrome iOS,113.0.5672.69,1536,2048,2,4,7,0,0,0,0,2,0,Chrome iOS,iOS
10106,A,Desktop,Windows NT,Browser,Edge,117,2150,1209,4,4,7,3,3,1,1,0,0,Edge,Windows NT
10107,A,Desktop,Mac OS,Browser,Opera,100.0.0.0,2880,1800,3,3,7,1,6,0,1,0,0,Other,Mac OS
10108,B,Mobile,Android,Browser,Chrome,94.0.4606.85,721,1441,4,4,7,0,1,2,3,0,0,Chrome,Android
10109,A,Desktop,Windows NT,Browser,Chrome,93.0.4577.82,1920,1080,4,4,7,3,6,0,1,1,0,Chrome,Windows NT
10110,A,Tablet,iOS,Browser,Edge iOS,116.0.1938.79,1620,2160,4,4,7,4,0,0,0,0,0,Other,iOS
10111,A,Mobile,Android,Browser,SamsungBrowser,18.0,1080,2410,4,5,7,0,3,1,3,1,1,SamsungBrowser,Android
10112,B,Mobile,Android,Browser,Opera Mobile,74.2.3922.71802,1080,2400,4,5,7,0,0,1,2,0,0,Other,Android
10113,A,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,720,1521,3,3,7,2,3,1,2,0,0,Chrome Webview,Android
10114,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.139,1080,2400,6,6,7,1,4,2,1,0,0,Chrome Webview,Android
10115,B,Mobile,Android,Browser,Chrome,116,1242,2761,4,4,7,0,3,3,1,0,0,Chrome,Android
10116,A,Mobile,iOS,Browser,Chrome iOS,112.0.5615.70,1284,2778,3,5,7,2,0,0,0,0,0,Chrome iOS,iOS
10117,A,Desktop,Windows NT,Browser,Firefox,118.0,3439,1440,6,6,7,1,0,0,0,0,0,Firefox,Windows NT
10118,B,Desktop,Chrome OS,Browser,Chrome,116,1365,911,4,4,7,0,4,0,3,0,0,Chrome,Other
10119,A,Mobile,Android,Browser,Chrome,108.0.5359.128,720,1600,2,2,7,3,2,4,1,0,0,Chrome,Android
10120,A,Mobile,Android,Browser,Mi Browser,13.37.1-gn,720,1650,6,6,7,0,1,2,2,0,0,Other,Android
10121,B,Mobile,Android,Browser,Edge,117,720,1440,1,2,7,0,0,3,1,1,0,Edge,Android
10122,A,Mobile,Android,Browser Webview,Chrome Webview,99.0.4844.88,1081,2281,6,6,7,0,3,0,2,0,0,Chrome Webview,Android
10123,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.147,1080,2340,7,7,7,0,5,0,0,0,0,Chrome Webview,Android
10124,B,Desktop,Mac OS,Browser,Safari,16.2,3840,1080,1,1,7,0,0,0,0,0,0,Safari,Mac OS
10125,B,Mobile,iOS,Browser,Safari,13.0.3,828,1792,1,1,7,0,4,0,3,0,0,Safari,iOS
10126,A,Tablet,Android,Browser,SamsungBrowser,22.0,800,1280,4,5,7,2,1,0,3,0,0,SamsungBrowser,Android
10127,B,Desktop,Windows NT,Browser,Edge,117,2000,1125,2,2,7,0,2,1,4,1,0,Edge,Windows NT
10128,B,Mobile,Android,Browser,Opera Mobile,77.4.4095.74896,1080,2410,4,4,7,0,4,0,1,0,0,Other,Android
10129,B,Mobile,Mac OS,Browser,Safari,15.6.1,1536,2048,7,7,7,0,0,0,0,0,0,Safari,Mac OS
10130,A,Tablet,iOS,Browser,Safari,12.1,1536,2048,3,3,7,5,0,0,0,0,0,Safari,iOS
10131,B,Mobile,Android,Browser,Chrome,99.0.4844.58,721,1480,1,3,7,0,0,3,2,1,0,Chrome,Android
10132,A,Desktop,Mac OS,Browser,Chrome,117,6720,2834,1,1,7,1,4,3,0,1,1,Chrome,Mac OS
10133,B,Mobile,Android,Browser,SamsungBrowser,22.0,2410,1080,7,7,7,0,0,1,3,0,0,SamsungBrowser,Android
10134,B,Mobile,Android,Browser,Chrome,113,828,1841,1,1,7,0,0,0,2,0,0,Chrome,Android
10135,A,Mobile,Android,Browser,Chrome,110.0.5481.153,720,1601,1,1,7,6,3,1,1,0,0,Chrome,Android
10136,A,Mobile,Android,Browser,SamsungBrowser,21.0,1080,2403,4,6,7,0,3,0,2,0,0,SamsungBrowser,Android
10137,A,Mobile,iOS,Browser,Opera GX,2.1.0,1284,2778,5,5,7,0,0,0,0,0,0,Other,iOS
10138,B,Desktop,Windows NT,Browser,Chrome,117,3442,1440,1,4,7,0,3,2,2,1,0,Chrome,Windows NT
10139,B,Mobile,Mac OS,Browser,Safari,14.1.2,1536,2048,6,6,7,0,0,0,0,0,0,Safari,Mac OS
10140,B,Mobile,Android,Browser,Chrome,117,720,1441,5,5,7,0,1,3,3,0,0,Chrome,Android
10141,A,Mobile,Android,Browser Webview,Chrome Webview,97.0.4692.98,480,960,2,2,7,4,0,0,3,0,0,Chrome Webview,Android
10142,A,Mobile,iOS,Browser,Chrome iOS,105.0.5195.129,1170,2532,2,2,7,4,0,0,0,0,0,Chrome iOS,iOS
10143,A,Desktop,Windows NT,Browser,Opera,102.0.0.0,1729,973,2,3,7,5,1,0,0,0,0,Other,Windows NT
10144,B,Mobile,iOS,Browser,Chrome iOS,106.0.5249.92,1125,2436,4,4,7,0,0,0,0,0,0,Chrome iOS,iOS
10145,B,Desktop,Mac OS,Browser,Chrome,102.0.5005.115,1360,1020,4,4,7,0,0,0,3,0,0,Chrome,Mac OS
10146,A,Desktop,Chrome OS,Browser,Chrome,116,2560,1600,3,3,7,2,3,1,3,0,0,Chrome,Other
10147,B,Mobile,Android,Browser,Chrome,117,1813,2178,3,3,7,0,3,1,2,0,0,Chrome,Android
10148,A,Mobile,Android,Browser,SamsungBrowser,5.0,1440,2560,1,1,7,0,0,0,0,0,0,SamsungBrowser,Android
10149,A,Desktop,Mac OS,Browser,Safari,14.0.3,1440,900,2,2,7,1,0,0,0,0,0,Safari,Mac OS
10150,B,Desktop,Chrome OS,Browser,Chrome,102,1366,768,4,4,7,0,2,1,4,0,0,Chrome,Other
10151,A,Mobile,iOS,Browser,Safari,13.0.3,1170,2532,3,3,7,3,4,0,1,0,0,Safari,iOS
10152,B,Mobile,Android,Browser,Chrome,115,971,2105,1,4,7,0,3,2,0,0,0,Chrome,Android
10153,B,Mobile,Android,Browser Webview,Chrome Webview,103.0.5060.71,1081,2220,2,2,7,0,6,1,0,0,0,Chrome Webview,Android
10154,A,Desktop,Windows NT,Browser,Chrome,117,2240,1401,2,2,7,4,4,2,0,0,0,Chrome,Windows NT
10155,B,Mobile,Android,Browser Webview,Chrome Webview,108.0.5359.128,1443,3202,1,1,7,0,6,0,1,0,0,Chrome Webview,Android
10156,A,Desktop,Mac OS,Browser,Safari,17.1,2384,3180,2,2,7,4,0,0,0,0,0,Safari,Mac OS
10157,B,Mobile,Android,Browser Webview,Chrome Webview,71.0.3578.99,1080,2340,3,3,7,0,0,0,0,0,0,Chrome Webview,Android
10158,A,Mobile,iOS,Browser,Edge iOS,116.0.1938.72,1290,2796,1,1,7,2,0,0,0,0,0,Other,iOS
10159,A,Mobile,iOS,Browser,Chrome iOS,94.0.4606.52,1125,2436,2,3,7,1,0,0,0,0,0,Chrome iOS,iOS
10160,A,Mobile,Android,Browser Webview,Chrome Webview,108.0.5359.128,1080,2161,2,2,7,5,4,1,1,0,0,Chrome Webview,Android
10161,B,Mobile,Android,Browser Webview,Chrome Webview,100.0.4896.127,1081,1921,1,7,7,0,0,0,0,0,0,Chrome Webview,Android
10162,A,Desktop,Mac OS,Browser,Safari,14.1.1,3584,2240,1,1,7,1,0,0,0,0,0,Safari,Mac OS
10163,A,Mobile,Android,Browser,Mi Browser,12.13.2-gn,1080,2400,5,6,7,0,0,3,3,0,0,Other,Android
10164,B,Mobile,Android,Browser,Chrome,74.0.3729.136,720,1440,3,3,7,0,0,0,0,0,0,Chrome,Android
10165,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.61,1080,2400,5,5,7,2,4,2,0,0,0,Chrome Webview,Android
10166,B,Mobile,Android,Browser,Chrome,117,928,1931,1,2,7,0,2,2,2,1,0,Chrome,Android
10167,B,Mobile,Android,Browser,Brave,89.0.4389.114,1081,2401,2,2,7,0,1,2,3,3,0,Other,Android
10168,A,Mobile,Android,Browser,Chrome,116,1187,2572,5,5,7,0,4,0,1,0,0,Chrome,Android
10169,B,Mobile,Android,Browser,Chrome,100.0.4896.79,721,1601,4,4,7,0,2,0,4,0,0,Chrome,Android
10170,A,Desktop,Mac OS,Browser,Chrome,116,5120,2134,1,1,7,2,3,0,0,0,0,Chrome,Mac OS
10171,A,Mobile,Android,Browser,Chrome,101,1080,2388,2,3,7,4,5,0,1,0,0,Chrome,Android
10172,B,Desktop,Mac OS,Browser,Firefox,118.0,4096,2560,1,1,7,0,0,0,0,0,0,Firefox,Mac OS
